hospital_id,ein,name,street_address,city,state,hospital_bed_count,urban_location_f,memb_counc_teach_hosps_f,medicare_provider_number,county,fiscal_yr,form_990_filed_part_grp_ret_f,form_990_num_fac_oper,tot_func_exp,tot_revenue,tot_comm_bnfts,chrty_care,unreim_medcd,comm_hlth_impr_svcs_comm_bnft_oper,bad_debt,mdcre_shrtfl,tot_comm_bnfts_tot_func_exp_pct,chrty_care_tot_func_exp_pct,unreim_medcd_tot_func_exp_pct,comm_hlth_impr_svcs_comm_bnft_oper_tot_func_exp_pct,bad_debt_tot_func_exp_pct,mdcre_shrtfl_tot_func_exp_pct,rat_pat_care_npat_care_comm_bnfts,chna_cond_w_mult_hosp_facilities_f,per_capita_inc,med_hsehld_inc,percent_ppl_pov_pct,percent_ppl_65_yrs_old_without_hlth_insr_pct,unemp_rate_16_yrs_older,st_impl_aca_medcd_exp_cvrg_adlts_w_incs_up_138pct_fpl_f,st_law_req_hosp_rpt_comm_bnfts_f
2688,250965210,Punxsutawney Area Hospital,81 Hillcrest Drive,Punxsutawney,PA,49,N,N,390199,Jefferson County,2021,N,1,50932334,52236643,3413400,334177,2132696,8960,938964,-24131,6.701833,0.6561195,4.1873125,0.0175919,1.8435518,-0.0473785,2.606236272,Y,48971,52856,11.0,7.8,6.5,Y,Y
2689,240795623,Pocono Medical Center,206 East Brown Street,East Stroudsburg,PA,264,Y,Y,390201,Monroe County,2021,Y,2,254335873,303104348,13411130,484211,10714421,109272,2118706,-13678234,5.2729997,0.1903825,4.2127053,0.0429636,0.8330346,-5.3780199,5.061533162,Y,48409,71686,10.5,8.3,7.7,Y,Y
2690,231352174,Doylestown Hospital,595 West State Street,Doylestown,PA,271,Y,N,390203,Bucks County,2021,N,1,383407629,388890519,31896345,1702021,10407752,4687823,8357073,-11826044,8.3191732,0.4439194,2.7145396,1.2226733,2.1796835,-3.0844571,0.612019757,Y,80627,92441,6.0,5.4,5.3,Y,Y
2691,232794121,Nazareth Hospital-Phila  Pa,2601 Holme Avenue,Philadelphia,PA,203,Y,Y,390204,Philadelphia County,2021,N,1,177266510,170013992,16253764,3356102,7399745,436663,10109680,-503099,9.1691115,1.8932521,4.1743615,0.2463313,5.7030964,-0.2838093,1.956349468,Y,58941,55102,19.4,9.0,9.2,Y,Y
2692,232829095,Methodist Hospital,2301 South Broad Street,Philadelphia,PA,271,Y,Y,390205,Philadelphia County,2021,Y,5,2285713992,2256094686,305416653,17192328,134765629,710304,41342216,-42409247,13.3619802,0.7521644,5.895997,0.0310758,1.8087221,-1.8554047,0.990220567,Y,58941,55102,19.4,9.0,9.2,Y,Y
2693,251778644,Community Gen Osteopathic Hospital,4300 Londonderry Rd,Harrisburg,PA,157,Y,Y,390206,Dauphin County,2021,Y,3,1316488579,1360385645,85534575,9815563,66528251,0,9136433,-199232066,6.4971756,0.7455866,5.053462,0.0,0.6940001,-15.1335962,8.306582447,Y,56792,63265,11.6,7.7,6.3,Y,Y
2694,250979377,Sharon Regional Health System,740 East State Street,Sharon,PA,201,Y,N,390211,Mercer County,2013,N,1,129420397,147661907,11347637,2932556,8109485,0,1953937,-2799570,8.7680437,2.2659148,6.2660022,0.0,1.5097597,-2.1631597,36.132806057,N,35799,43936,14.1,11.6,8.0,Y,Y
2695,900759236,Frick Hospital,508 Church Street,Mount Pleasant,PA,210,Y,N,390217,Westmoreland County,2021,Y,3,495325125,588194350,28544408,2177369,12815047,1080965,3846104,-1752926,5.7627619,0.4395837,2.587199,0.2182334,0.7764807,-0.353894,1.106288728,Y,57951,59349,9.3,5.5,6.3,Y,Y
2696,900759236,Latrobe Area Hospital,One Mellon Way,Latrobe,PA,188,Y,Y,390219,Westmoreland County,2021,Y,3,495325125,588194350,28544408,2177369,12815047,1080965,3846104,-1752926,5.7627619,0.4395837,2.587199,0.2182334,0.7764807,-0.353894,1.106288728,Y,57951,59349,9.3,5.5,6.3,Y,Y
2697,232201344,Jennersville Hospital,1015 West Baltimore Pike,West Grove,PA,63,Y,N,390220,Chester County,2021,Y,5,741567482,611657602,50526654,12558408,25704904,921840,0,-68328705,6.8134937,1.6934949,3.4662933,0.1243096,0.0,-9.2140913,3.120137398,N,91927,107491,5.2,5.9,4.2,Y,Y
2698,231529076,Riddle Hospital,1068 W Baltimore Pike,Media,PA,212,Y,N,390222,Delaware County,2021,N,1,250220673,233729377,13808244,507933,10170882,1451225,0,-20778633,5.5184265,0.202994,4.0647648,0.579978,0.0,-8.3041232,3.412384495,Y,73588,75174,9.3,6.3,6.3,Y,Y
2699,232810852,Presbyterian Medical Center,39th & Market Streets,Philadelphia,PA,305,Y,Y,390223,Philadelphia County,2021,N,1,1095515650,1144236840,59005274,3330106,0,0,28356230,-2368228,5.3860731,0.3039761,0.0,0.0,2.5883911,-0.2161747,2.167388498,Y,58941,55102,19.4,9.0,9.2,Y,Y
2700,231370484,Ephrata Community Hospital,169 Martin Avenue,Ephrata,PA,130,Y,N,390225,Lancaster County,2021,N,1,283273083,299438868,22013760,1617723,18343766,1519445,3816717,-25905706,7.7712148,0.5710824,6.4756473,0.5363887,1.3473631,-9.145135,9.726536602,Y,58434,73006,7.7,11.2,4.9,Y,Y
2701,311538725,Pennsylvania Hospital Of Uphs,8th & Spruce,Philadelphia,PA,475,Y,Y,390226,Philadelphia County,2021,N,1,779404037,784912302,67305445,2714495,43887232,0,16223287,-17982104,8.6355012,0.3482782,5.6308705,0.0,2.0814989,-2.3071607,2.250886869,Y,58941,55102,19.4,9.0,9.2,Y,Y
2702,611663540,St Clair Memorial Hospital,1000 Bower Hill Road,Pittsburgh,PA,328,Y,N,390228,Allegheny County,2021,N,1,438070301,456414500,28028036,3531570,15508644,373556,7162756,-29861064,6.398068,0.8061651,3.540218,0.085273,1.6350699,-6.8165004,2.118445825,N,68777,64236,10.5,5.1,6.1,Y,Y
2703,231352152,Abington Memorial Hospital,1200 Old York Road,Abington,PA,880,Y,Y,390231,Montgomery County,2021,N,1,920160395,854727773,100507191,11798464,48404629,2345037,13653275,-28754123,10.9227903,1.2822181,5.2604555,0.2548508,1.4837929,-3.1249033,1.493721382,Y,86340,94094,5.6,4.9,5.0,Y,Y
2704,231360851,Upmc Hanover,300 Highland Avenue,Hanover,PA,93,Y,N,390233,York County,2021,N,1,174010244,199955250,13841795,1578230,8490887,0,1703535,-20122936,7.9545862,0.9069753,4.8795328,0.0,0.9789854,-11.5642249,2.668957435,Y,55761,71655,7.1,6.1,5.4,Y,Y
2705,232825878,Temple Univ Hosp Episcopal Hospital,Front St  Lehigh Ave,Philadelphia,PA,285,Y,Y,390235,Philadelphia County,2021,Y,5,1911251616,2172460676,204370516,24295330,0,8716495,-172566,-28859460,10.6930199,1.2711738,0.0,0.4560621,-0.0090289,-1.509977,0.1349177,N,58941,55102,19.4,9.0,9.2,Y,Y
2706,240795463,Guthrie Towanda Memorial Hospital,91 Hospital Drive,Towanda,PA,41,N,N,390236,Bradford County,2021,Y,2,450666674,501626300,71672562,10629290,25110723,307268,7310216,13712940,15.9036747,2.3585702,5.5719059,0.0681807,1.6220893,3.042812,0.994641738,Y,45979,55787,10.7,8.2,5.6,Y,Y
2707,240795456,Regional Hospital Of Scranton,746 Jefferson Avenue,Scranton,PA,274,Y,Y,390237,Lackawanna County,2011,N,1,56343353,45721427,4102748,898216,1977894,244699,2862313,-288705,7.2816894,1.5941827,3.51043,0.4342996,5.0801254,-0.5124029,2.344709686,,38171,43886,13.7,12.2,9.1,Y,Y
2708,231352213,St Lukes Hospital - Allentown Campus,1736 Hamilton St,Allentown,PA,150,Y,Y,390242,Lehigh County,2021,Y,4,1321292239,1425043810,217839996,5955102,80609161,16236005,49807395,23710910,16.4868898,0.4507028,6.1007821,1.2287974,3.7695971,1.7945242,0.659407957,Y,58402,65733,11.7,8.1,6.8,Y,Y
2709,251854772,Milton S Hershey Medical Center,500 University Drive,Hershey,PA,564,Y,Y,390256,Dauphin County,2021,N,1,2279657039,2617656661,102803937,11928925,19568517,4144749,39470129,-94251958,4.5096229,0.5232771,0.8583974,0.1818145,1.7314064,-4.1344797,0.441719116,Y,56792,63265,11.6,7.7,6.3,Y,Y
2710,231913910,St Mary Medical Center,1201 Langhorne Newtown Rd,Langhorne,PA,373,Y,N,390258,Bucks County,2021,Y,2,411995321,418406202,30225772,3525450,10142079,1922111,5845049,-22162453,7.3364357,0.8557014,2.4616976,0.466537,1.4187173,-5.3792972,0.825421453,Y,80627,92441,6.0,5.4,5.3,Y,Y
2711,232367707,Muhlenberg Hospital Center,2100 Mack Boulevard,Allentown,PA,184,Y,N,390263,Lehigh County,2016,N,1,249188959,300363247,27889872,1561000,9868046,569794,6391216,5351399,11.1922583,0.6264322,3.9600655,0.2286594,2.564807,2.1475265,0.694317891,Y,49432,60243,13.8,7.1,5.4,Y,Y
2712,821406555,Jefferson Regional Medical Center,565 Coal Valley Road,Pittsburgh,PA,390,Y,Y,390265,Allegheny County,2021,Y,11,4586733862,4793642986,211949003,9813868,91734033,8026033,51072522,-93633295,4.6209134,0.213962,1.9999859,0.1749836,1.1134834,-2.0413936,0.919808762,N,68777,64236,10.5,5.1,6.1,Y,Y
2713,821406555,Grove City Medical Center,631 North Broad St Ext,Grove City,PA,67,Y,N,390266,Mercer County,2021,Y,11,4586733862,4793642986,211949003,9813868,91734033,8026033,51072522,-93633295,4.6209134,0.213962,1.9999859,0.1749836,1.1134834,-2.0413936,0.919808762,N,47063,51743,12.4,7.1,7.1,Y,Y
2714,821406555,Forbes Regional Hospital,2570 Haymaker Road,Monroeville,PA,349,Y,Y,390267,Allegheny County,2021,Y,11,4586733862,4793642986,211949003,9813868,91734033,8026033,51072522,-93633295,4.6209134,0.213962,1.9999859,0.1749836,1.1134834,-2.0413936,0.919808762,N,68777,64236,10.5,5.1,6.1,Y,Y
2715,240795682,Mount Nittany Medical Center,1800 East Park Avenue,State College,PA,260,Y,N,390268,Centre County,2021,N,1,379662361,546334518,24034263,1046075,20485875,947014,4212575,-12137664,6.3304307,0.2755277,5.395814,0.2494358,1.1095582,-3.1969626,8.604818821,N,50615,62795,12.9,8.2,4.6,Y,Y
2716,231996150,Geisinger Wyoming Valley Med Ctr,1000 East Mountain Drive,Wilkes Barre,PA,310,Y,Y,390270,Luzerne County,2021,N,1,624490560,780629998,63616970,6734975,37658693,4784421,13238421,-25872468,10.1870186,1.078475,6.0303062,0.7661318,2.1198752,-4.1429718,2.309367454,Y,50391,52281,15.1,7.4,8.3,Y,Y
2717,231352115,Eagleville Hospital,100 Eagleville Road,Eagleville,PA,83,Y,N,390278,Montgomery County,2021,N,1,42750647,47803555,11063220,0,10311740,0,386271,-424342,25.8784855,0.0,24.1206641,0.0,0.9035442,-0.9925978,2.535991823,N,86340,94094,5.6,4.9,5.0,Y,Y
2718,208295721,Upmc Cranberry,One St Francis Way,Cranberry Twp,PA,32,Y,N,390291,Butler County,2021,Y,29,20068751092,20520943502,1300701715,67915802,343223083,90350024,62761099,-825803797,6.4812289,0.3384156,1.7102363,0.4502025,0.3127304,-4.1148738,0.473566232,Y,64732,74721,7.4,4.8,5.6,Y,Y
2719,843843850,Lvh- Coordinated Allentown,1503 Cedar Crest Boulevard,Allentown,PA,20,Y,N,390321,Lehigh County,2021,N,1,85613127,100546635,5112849,126921,2764427,8623,824831,-1170769,5.9720386,0.1482494,3.2289756,0.010072,0.9634398,-1.367511,1.301529011,Y,58402,65733,11.7,8.1,6.8,Y,Y
2720,232829095,Rothman Orthopaedic Specialty Hospit,3300 Tillman Drive,Bensalem,PA,24,Y,N,390322,Bucks County,2021,Y,5,2285713992,2256094686,305416653,17192328,134765629,710304,41342216,-42409247,13.3619802,0.7521644,5.895997,0.0310758,1.8087221,-1.8554047,0.990220567,N,80627,92441,6.0,5.4,5.3,Y,Y
2721,231352160,Physicians Care Surgical Hospital,454 Enterprise Drive,Royersford,PA,12,Y,N,390324,Montgomery County,2021,Y,5,1577903220,1464520146,114722811,5516775,67313144,7560165,0,-130286723,7.270586,0.3496269,4.2659868,0.4791272,0.0,-8.2569527,1.738479143,Y,86340,94094,5.6,4.9,5.0,Y,Y
2722,454394739,St Luke Hospital Anderson Campus,1872 St Lukes Boulevard,Easton,PA,108,Y,Y,390326,Northampton County,2021,N,1,357690344,393544358,56707261,1218668,23787592,4335956,16452308,-129701,15.8537298,0.3407047,6.650331,1.2122094,4.5995952,-0.0362606,0.7888161,Y,60179,73903,7.6,5.8,5.9,Y,Y
2723,232899911,Wellspan Surgery And Rehab Hospital,45 Monument Drive Suite 200,York,PA,73,Y,N,390327,York County,2021,N,1,110558711,115411712,10844622,203161,10630228,11233,1361592,-4382426,9.8089258,0.1837584,9.6150071,0.0101602,1.2315556,-3.9638902,964.425264844,Y,55761,71655,7.1,6.1,5.4,Y,Y
2724,208295721,Upmc East Hospital,2775 Mosside Blvd,Monroeville,PA,155,Y,N,390328,Allegheny County,2021,Y,29,20068751092,20520943502,1300701715,67915802,343223083,90350024,62761099,-825803797,6.4812289,0.3384156,1.7102363,0.4502025,0.3127304,-4.1148738,0.473566232,Y,68777,64236,10.5,5.1,6.1,Y,Y
2725,465338502,Einstein Medical Center Montgomery,559 West Germantown Pike,East Norriton,PA,171,Y,N,390329,Montgomery County,2021,Y,2,1434481733,1474259209,93407111,1686022,0,3956903,31365606,7633581,6.511558,0.1175352,0.0,0.2758419,2.1865462,0.532149,0.018382053,Y,86340,94094,5.6,4.9,5.0,Y,Y
2726,465143606,St Lukes Hospital - Monroe Campus,100 St Lukes Lane,Stroudburg,PA,98,Y,N,390330,Monroe County,2021,N,1,215084286,216375433,28446713,1369778,15094436,1373384,9636975,-1134110,13.2258444,0.6368563,7.0179166,0.6385329,4.4805574,-0.5272863,1.374021729,N,48409,71686,10.5,8.3,7.7,Y,Y
2727,236000204,Wills Eye Hospital,900 Walnut Street,Philadelphia,PA,4,Y,N,390331,Philadelphia County,2021,N,1,47533807,42956151,10623740,566000,9646740,411000,600,-20607966,22.3498614,1.1907314,20.2944821,0.8646477,0.0012622,-43.3543351,24.848515815,N,58941,55102,19.4,9.0,9.2,Y,Y
2728,824432109,Geisinger Stlukes,100 Paramount Blvd,Orwigsburg,PA,32,N,N,390332,Schuylkill County,2021,N,1,71049229,70768939,9492336,468945,6606193,151361,4251037,1851225,13.3602237,0.6600282,9.2980502,0.2130367,5.9832274,2.6055525,2.926999774,Y,47425,52307,12.7,6.1,6.8,Y,Y
2729,821406555,Ahn Wexford Hospital,12351 Perry Highway,Wexford,PA,100,Y,N,390334,Allegheny County,2021,Y,11,4586733862,4793642986,211949003,9813868,91734033,8026033,51072522,-93633295,4.6209134,0.213962,1.9999859,0.1749836,1.1134834,-2.0413936,0.919808762,N,68777,64236,10.5,5.1,6.1,Y,Y
2730,861248931,St Lukes Hospital - Carbon Campus,500 St Lukes Drive,Lehighton,PA,40,Y,Y,390335,Carbon County,2021,N,1,48800784,43292489,7162316,258694,4209814,316335,125193,1384986,14.6766412,0.5301021,8.6265294,0.648217,0.2565389,2.8380404,1.65880716,Y,56868,60593,11.3,6.7,6.7,Y,Y
2731,240792115,Jersey Shore Hospital,1020 Thompson Street,Jersey Shore,PA,25,Y,Y,391300,Lycoming County,2021,N,1,36368391,40404939,512438,461903,35164,15371,1105524,-2250774,1.4090202,1.2700671,0.0966883,0.0422647,3.0397935,-6.1888192,32.337974107,Y,48721,56751,13.2,6.7,6.7,Y,Y
2732,208295721,Muncy Valley Hospital,215 East Water Street,Muncy,PA,20,Y,N,391301,Lycoming County,2021,Y,29,20068751092,20520943502,1300701715,67915802,343223083,90350024,62761099,-825803797,6.4812289,0.3384156,1.7102363,0.4502025,0.3127304,-4.1148738,0.473566232,Y,48721,56751,13.2,6.7,6.7,Y,Y
2733,251002946,Meyersdale Medical Center,200 Hospital Drive,Myersdale,PA,20,N,N,391302,Somerset County,2014,N,1,2444269,2475077,140846,0,140846,0,34244,-93667,5.7622953,0.0,5.7622953,0.0,1.4009914,-3.8321068,2.535991823,Y,36625,45706,13.5,10.9,7.2,Y,Y
2734,231401561,Fulton County Medical Center,214 Peach Orchard Road,Mcconnellsburg,PA,21,N,N,391303,Fulton County,2021,N,1,61613985,62271989,495199,38156,133614,323429,3654444,-2655399,0.803712,0.0619274,0.2168566,0.5249279,5.9311924,-4.3097342,0.531090285,N,48976,61202,10.6,6.8,6.3,Y,Y
2735,240701920,Bucktail Medical Center,1001 Pine Street,Renovo,PA,16,N,N,391304,Clinton County,2021,N,1,8310949,9239490,368137,2591,163278,4742,409577,10829,4.4295422,0.0311757,1.9646131,0.0570572,4.9281616,0.1302979,0.820045681,N,46338,54652,13.4,7.3,6.7,Y,Y
2736,240800337,Troy Community Hospital,275 Guthrie Drive,Troy,PA,25,N,N,391305,Bradford County,2021,N,1,26109765,34517734,2843726,198885,593240,0,994349,-16673,10.891427,0.7617265,2.2721001,0.0,3.8083414,-0.0638573,0.386100903,N,45979,55787,10.7,8.2,5.6,Y,Y
2737,232720289,Endless Mountains Health Systems,100 Hospital Drive,Montrose,PA,25,N,N,391306,Susquehanna County,2021,N,1,21898365,21856844,266146,7425,0,0,933842,0,1.2153692,0.0339066,0.0,0.0,4.264437,0.0,0.028698868,N,49114,55560,11.6,8.5,5.5,Y,Y
2738,231440116,Tyrone Hospital,One Hospital Drive,Tyrone,PA,25,Y,N,391307,Blair County,2021,N,1,23798326,27224740,-648805,81496,-1206282,0,1688166,-48459,-2.7262631,0.3424442,-5.0687682,0.0,7.0936333,-0.2036235,-2.363090123,Y,52096,52177,11.6,6.7,6.0,Y,Y
2739,250987222,Corry Memorial Hospital,965 Shamrock Lane,Corry,PA,20,Y,Y,391308,Erie County,2021,N,1,31376554,32542093,990750,10723,930749,49278,494266,69931,3.1576125,0.0341751,2.9663837,0.1570535,1.5752717,0.2228766,19.105320832,N,50536,55181,13.4,7.1,7.3,Y,Y
2740,240798681,Barnes-Kasson County Hospital,2872 Turnpike Street,Susquehanna,PA,25,N,N,391309,Susquehanna County,2021,N,1,21291676,22696065,1600524,52249,1539240,9035,1710127,-801954,7.5171348,0.2453963,7.229304,0.0424344,8.0319041,-3.7665142,176.147094631,N,49114,55560,11.6,8.5,5.5,Y,Y
2741,240795458,Mid-Valley Hospital,1400 South Main Street,Peckville,PA,25,Y,N,391311,Lackawanna County,2011,N,1,6834638,6758346,340401,4417,335984,0,227778,-630050,4.9805271,0.0646266,4.9159004,0.0,3.3327002,-9.2184838,2.535991823,,39208,43886,13.7,12.2,9.1,Y,Y
2742,250984595,Brookville Hospital,100 Hospital Road,Brookville,PA,35,N,N,391312,Jefferson County,2021,N,1,33273188,36552197,1678061,185679,1470234,0,1001737,-10114,5.0432828,0.5580439,4.4186748,0.0,3.0106432,-0.0303968,74.765802781,Y,48971,52856,11.0,7.8,6.5,Y,Y
2743,240802108,Charles Cole Memorial Hospital,1001 East 2nd Street,Coudersport,PA,49,N,N,391313,Potter County,2021,N,1,101393466,108701064,17008733,149045,2552337,406074,5496475,139267,16.7749793,0.1469966,2.5172598,0.4004932,5.420936,0.137353,0.188810772,Y,47910,51744,12.2,7.3,6.8,Y,Y
2744,250965579,Titusville Area Hospital,406 West Oak Street,Titusville,PA,25,N,N,391314,Crawford County,2021,N,1,52451524,58514089,3659462,275415,-2900810,0,1559805,534677,6.9768458,0.5250848,-5.5304589,0.0,2.973803,1.0193736,-0.41773345,Y,46356,52372,12.7,8.6,6.7,Y,Y
2745,250585280,Penn Highlands Elk,763 Johnsonburg Rd,St Marys,PA,35,N,N,391315,Elk County,2021,N,1,65014506,72346184,8674368,126117,2251539,53750,2554857,420749,13.3422039,0.1939828,3.4631332,0.0826738,3.9296722,0.6471617,0.377602786,Y,53592,52952,8.3,5.8,6.9,Y,Y
2746,208295721,Wellsboro,32-36 Central Avenue,Wellsboro,PA,25,N,N,391316,Tioga County,2021,Y,29,20068751092,20520943502,1300701715,67915802,343223083,90350024,62761099,-825803797,6.4812289,0.3384156,1.7102363,0.4502025,0.3127304,-4.1148738,0.473566232,Y,45319,47683,11.5,8.3,6.6,Y,Y
2747,208295721,Upmc Childrens Hospital Of Pgh,45th St And Penn Avenue,Pittsburgh,PA,312,Y,Y,393302,Allegheny County,2021,Y,29,20068751092,20520943502,1300701715,67915802,343223083,90350024,62761099,-825803797,6.4812289,0.3384156,1.7102363,0.4502025,0.3127304,-4.1148738,0.473566232,Y,68777,64236,10.5,5.1,6.1,Y,Y
2748,231352166,The Childrens Hospital Of Philadelp,34th Street & Civic Center Blvd,Philadelphia,PA,514,Y,Y,393303,Philadelphia County,2021,N,1,2900942226,3155873035,467424686,1488787,203840199,13096916,0,-2452825,16.1128574,0.0513208,7.0266893,0.4514711,0.0,-0.0845527,0.783412265,Y,58941,55102,19.4,9.0,9.2,Y,Y
2749,250965292,The Childrens Home Of Pittsburgh,5618 Kentucky Avenue,Pittsburgh,PA,30,Y,N,393304,Allegheny County,2021,N,1,16047656,16845737,4703446,4259238,231316,212892,107565,0,29.3092399,26.5411845,1.4414316,1.3266236,0.6702848,0.0,21.093108242,N,68777,64236,10.5,5.1,6.1,Y,Y
2750,232935278,The Childrens Institute,6301 Northumberland Street,Pittsburgh,PA,62,Y,Y,393308,Allegheny County,2017,N,1,47673727,46577221,5688704,50895,2931069,1499932,58655,0,11.9325766,0.1067569,6.1481851,3.1462444,0.1230342,0.0,1.101680988,N,58146,58547,11.2,4.9,4.8,Y,Y
2751,362193608,Shriners Hospital For Children - Phi,3551 N Broad Street,Philadelphia,PA,53,Y,N,393309,Philadelphia County,2021,Y,12,943917956,1640758924,522034427,254078774,247929961,0,0,0,55.3050637,26.9174637,26.2660498,0.0,0.0,0.0,25.068234096,Y,58941,55102,19.4,9.0,9.2,Y,Y
2752,50259004,Memorial Hospital Of Rhode Island,111 Brewster Street,Pawtucket,RI,294,Y,Y,410001,Providence County,2017,N,1,76937122,35817207,7449622,356352,2309392,14345,1371084,-247036,9.6827406,0.463173,3.0016615,0.018645,1.7820838,-0.3210881,0.557234946,Y,46470,55848,14.7,6.6,4.8,Y,Y
2753,50258959,Roger Williams Medical Center,825 Chalkstone Avenue,Providence,RI,220,Y,Y,410004,Providence County,2013,N,1,109983169,156747491,9848459,1447860,5642499,0,2378540,-3101547,8.9545146,1.3164377,5.1303295,0.0,2.1626399,-2.8200196,2.570740364,Y,40997,47642,18.6,16.3,10.2,Y,Y
2754,50259026,St Joseph Health Services Of Ri,200 High Service Avenue,North Providence,RI,359,Y,N,410005,Providence County,2013,N,1,122210362,131342944,5811517,1050737,4014880,745900,2894394,-6470195,4.7553389,0.8597773,3.2852206,0.610341,2.3683703,-5.2943096,6.791281673,Y,40997,47642,18.6,16.3,10.2,Y,Y
2755,50258914,Newport Hospital,11 Friendship Street,Newport,RI,129,Y,Y,410006,Newport County,2021,N,1,132117552,131097711,7386762,856741,3336840,425532,985779,-743250,5.5910527,0.6484687,2.5256598,0.3220858,0.7461378,-0.5625671,1.313292606,Y,76214,81218,9.5,4.2,4.9,Y,Y
2756,50258954,Rhode Island Hospital,593 Eddy Street,Providence,RI,719,Y,Y,410007,Providence County,2021,N,1,1793704280,1753524485,207800912,19002639,44550234,358539,12262370,-2884532,11.5850151,1.0594075,2.4837,0.0199887,0.6836338,-0.1608142,0.440580498,Y,53844,67752,12.4,5.8,6.0,Y,Y
2757,50445136,South County Hospital,100 Kenyon Avenue,Wakefield,RI,100,Y,N,410008,Washington County,2021,N,1,230593558,225971731,9633279,1808204,98092,3325901,4509125,-6264772,4.177601,0.784152,0.0425389,1.4423217,1.9554427,-2.7168026,1.87330874,Y,71717,83925,7.8,3.5,4.9,Y,Y
2758,50258896,Kent County Memorial Hospital,455 Toll Gate Road,Warwick,RI,359,Y,Y,410009,Kent County,2021,N,1,634246477,601092922,48314951,1775072,12811439,125853,5780924,-18190619,7.6176932,0.279871,2.0199464,0.0198429,0.9114633,-2.8680678,0.432469186,Y,65299,82413,7.5,3.7,5.2,Y,Y
2759,50258937,Women & Infants Hospital,101 Dudley Street,Providence,RI,167,Y,Y,410010,Providence County,2021,N,1,506853732,531967885,52349589,2123222,20055793,294382,7361118,-2703967,10.3283424,0.4189023,3.9569192,0.0580802,1.452316,-0.5334807,0.755313511,Y,53844,67752,12.4,5.8,6.0,Y,Y
2760,208065139,Landmark Medical Center,115 Cass Avenue,Woonsocket,RI,214,Y,Y,410011,Providence County,2021,Y,12,945068853,1032575834,91901869,16916825,64196102,395948,154373613,162892760,9.7243569,1.7900097,6.7927433,0.0418962,16.3346419,17.2360732,7.891328025,Y,53844,67752,12.4,5.8,6.0,Y,Y
2761,50258905,The Miriam Hospital,164 Summit Avenue,Providence,RI,247,Y,Y,410012,Providence County,2021,N,1,583023582,575296434,56170856,7065545,17712548,204880,4808502,416685,9.6344054,1.2118797,3.03805,0.0351409,0.8247525,0.0714696,0.789293156,Y,53844,67752,12.4,5.8,6.0,Y,Y
2762,460543230,The Westerly Hospital,25 Wells Street,Westerly,RI,116,Y,N,410013,Washington County,2021,N,1,127923831,122022582,9165736,67204,6550053,146203,4301466,-19014138,7.1649949,0.0525343,5.1202758,0.1142891,3.3625212,-14.8636402,2.596551511,Y,71717,83925,7.8,3.5,4.9,Y,Y
2763,510473471,Mcleod Medical Center - Dillon,301 East Jackson Street,Dillon,SC,92,N,N,420005,Dillon County,2021,N,1,60254528,68871463,4314007,1826525,2315432,31661,12921648,1115765,7.1596395,3.0313489,3.8427518,0.0525454,21.4451069,1.8517529,24.07414705,N,33030,40930,22.2,16.7,5.8,N,Y
2764,811723202,Oconee Memorial Hospital,298 Memorial Drive,Seneca,SC,169,N,Y,420009,Oconee County,2021,Y,8,2188930745,2653813635,219332367,82007457,26822774,35088561,26071065,-67707817,10.0200688,3.7464619,1.2253824,1.603,1.1910411,-3.0931913,0.98486993,Y,47511,58061,11.1,14.8,3.6,N,Y
2765,570342027,Cannon Memorial Hospital,123 Wg Acker Drive,Pickens,SC,55,Y,N,420011,Pickens County,2021,N,1,34634866,31110533,2997141,434025,2562510,606,8115712,474229,8.6535371,1.2531447,7.3986427,0.0017496,23.4322026,1.3692242,4944.777227722,Y,41770,54588,15.3,13.2,3.5,N,Y
2766,811723202,Ph Baptist Easley Hospital,200 Fleetwood Drive,Easley,SC,109,Y,N,420015,Pickens County,2021,Y,8,2188930745,2653813635,219332367,82007457,26822774,35088561,26071065,-67707817,10.0200688,3.7464619,1.2253824,1.603,1.1910411,-3.0931913,0.98486993,Y,41770,54588,15.3,13.2,3.5,N,Y
2767,582296052,Prisma Health Richland Hospital,5 Richland Medical Park Drive,Columbia,SC,649,Y,Y,420018,Richland County,2021,Y,3,1464039776,1493017048,167381616,23728090,41243200,27301894,53888328,-95438662,11.4328598,1.6207271,2.8170819,1.8648328,3.6807967,-6.5188571,0.634421278,Y,49678,56993,16.0,11.3,4.1,N,Y
2768,570341194,Georgetown Memorial Hospital,606 Black River Road,Georgetown,SC,131,N,Y,420020,Georgetown County,2021,N,1,193244262,221697740,9749898,4452076,2829893,1871274,6532446,-10446107,5.0453751,2.3038593,1.4644124,0.9683464,3.3804087,-5.4056492,2.950639584,Y,51775,57991,15.1,14.2,4.8,N,Y
2769,582504530,St Francis Hospital Inc,One St Francis Drive,Greenville,SC,245,Y,Y,420023,Greenville County,2021,Y,2,680590043,752202599,36753430,16948218,11608857,4751475,82240133,568098,5.4002303,2.4902242,1.7057047,0.6981405,12.083652,0.0834713,3.484118855,N,52213,62475,12.1,13.3,3.4,N,Y
2770,570314409,Providence Hospital,2435 Forest Dive,Columbia,SC,258,Y,N,420026,Richland County,2016,Y,2,29168533,18351544,964040,680740,283300,0,1810426,-2762766,3.3050685,2.3338163,0.9712521,0.0,6.2067776,-9.4717344,2.535991823,,42423,51973,16.4,9.5,4.7,N,Y
